longitude,latitude,ghi_kwh_m2_day
-96.85,29.29,5.1557
-96.8,29.29,5.1443
-96.75,29.29,5.1343
-96.7,29.29,5.1258
-96.65,29.29,5.1187
-96.6,29.29,5.1123
-96.55,29.29,5.1057
-96.5,29.29,5.098
-96.45,29.29,5.0885
-96.4,29.29,5.0773
-96.35,29.29,5.0646
-96.3,29.29,5.051
-96.25,29.29,5.0374
-96.2,29.29,5.0244
-96.15,29.29,5.0124
-96.1,29.29,5.0019
-96.05,29.29,4.9929
-96.0,29.29,4.9852
-95.95,29.29,4.9783
-95.9,29.29,4.9715
-95.85,29.29,4.9638
-95.8,29.29,4.9545
-95.75,29.29,4.9434
-95.7,29.29,4.9306
-95.65,29.29,4.9167
-95.6,29.29,4.9023
-95.55,29.29,4.8884
-95.5,29.29,4.8754
-95.45,29.29,4.8638
-95.4,29.29,4.8535
-95.35,29.29,4.8445
-95.3,29.29,4.8364
-95.25,29.29,4.8288
-95.2,29.29,4.8213
-95.15,29.29,4.8136
-95.1,29.29,4.8052
-95.05,29.29,4.7959
-95.0,29.29,4.7856
-94.95,29.29,4.7744
-94.9,29.29,4.763
-94.85,29.29,4.7521
-94.8,29.29,4.7422
-94.75,29.29,4.7336
-104.7,29.34,6.5692
-104.65,29.34,6.5642
-104.6,29.34,6.5599
-104.55,29.34,6.5565
-104.5,29.34,6.5535
-104.45,29.34,6.5504
-104.4,29.34,6.5465
-104.35,29.34,6.5418
-104.3,29.34,6.5363
-104.25,29.34,6.5308
-104.2,29.34,6.5258
-104.15,29.34,6.5217
-104.1,29.34,6.5185
-104.05,29.34,6.5157
-104.0,29.34,6.5128
-103.95,29.34,6.5091
-103.9,29.34,6.5043
-103.85,29.34,6.4985
-103.8,29.34,6.492
-103.75,29.34,6.4853
-103.7,29.34,6.479
-103.65,29.34,6.4735
-103.6,29.34,6.469
-103.55,29.34,6.4656
-103.5,29.34,6.4632
-103.45,29.34,6.4613
-103.4,29.34,6.4596
-103.35,29.34,6.4577
-103.3,29.34,6.4556
-103.25,29.34,6.4535
-103.2,29.34,6.451
-103.15,29.34,6.4474
-103.1,29.34,6.4418
-103.05,29.34,6.4335
-101.2,29.34,6.0685
-101.15,29.34,6.0629
-101.1,29.34,6.0578
-101.05,29.34,6.053
-101.0,29.34,6.0478
-100.95,29.34,6.0421
-100.9,29.34,6.0358
-100.85,29.34,6.0293
-100.8,29.34,6.0226
-100.75,29.34,6.0161
-100.7,29.34,6.0094
-100.65,29.34,6.0024
-100.6,29.34,5.9948
-100.55,29.34,5.9868
-100.5,29.34,5.9786
-100.45,29.34,5.9704
-100.4,29.34,5.9625
-100.35,29.34,5.9544
-100.3,29.34,5.9458
-100.25,29.34,5.9365
-100.2,29.34,5.9264
-100.15,29.34,5.9163
-100.1,29.34,5.9073
-100.05,29.34,5.9
-100.0,29.34,5.895
-99.95,29.34,5.8919
-99.9,29.34,5.8896
-99.85,29.34,5.8872
-99.8,29.34,5.884
-99.75,29.34,5.8797
-99.7,29.34,5.8745
-99.65,29.34,5.8683
-99.6,29.34,5.8609
-99.55,29.34,5.852
-99.5,29.34,5.8411
-99.45,29.34,5.8284
-99.4,29.34,5.8144
-99.35,29.34,5.7997
-99.3,29.34,5.7849
-99.25,29.34,5.7697
-99.2,29.34,5.7538
-99.15,29.34,5.7371
-99.1,29.34,5.7195
-99.05,29.34,5.7017
-99.0,29.34,5.6845
-98.95,29.34,5.6689
-98.9,29.34,5.6551
-98.85,29.34,5.6433
-98.8,29.34,5.6329
-98.75,29.34,5.6233
-98.7,29.34,5.6139
-98.65,29.34,5.6041
-98.6,29.34,5.5938
-98.55,29.34,5.5833
-98.5,29.34,5.573
-98.45,29.34,5.5631
-98.4,29.34,5.5539
-98.35,29.34,5.5453
-98.3,29.34,5.5368
-98.25,29.34,5.5279
-98.2,29.34,5.5179
-98.15,29.34,5.5063
-98.1,29.34,5.4931
-98.05,29.34,5.4785
-98.0,29.34,5.4634
-97.95,29.34,5.4415
-97.9,29.34,5.4273
-97.85,29.34,5.4142
-97.8,29.34,5.4021
-97.75,29.34,5.3907
-97.7,29.34,5.3792
-97.65,29.34,5.367
-97.6,29.34,5.3532
-97.55,29.34,5.3376
-97.5,29.34,5.3206
-97.45,29.34,5.303
-97.4,29.34,5.286
-97.35,29.34,5.2708
-97.3,29.34,5.2582
-97.25,29.34,5.2479
-97.2,29.34,5.2389
-97.15,29.34,5.2299
-97.1,29.34,5.2199
-97.05,29.34,5.2082
-97.0,29.34,5.195
-96.95,29.34,5.1812
-96.9,29.34,5.1676
-96.85,29.34,5.1551
-96.8,29.34,5.144
-96.75,29.34,5.1347
-96.7,29.34,5.1269
-96.65,29.34,5.1202
-96.6,29.34,5.1139
-96.55,29.34,5.1069
-96.5,29.34,5.0984
-96.45,29.34,5.0881
-96.4,29.34,5.0758
-96.35,29.34,5.0622
-96.3,29.34,5.048
-96.25,29.34,5.0338
-96.2,29.34,5.0203
-96.15,29.34,5.008
-96.1,29.34,4.9972
-96.05,29.34,4.9882
-96.0,29.34,4.9809
-95.95,29.34,4.9746
-95.9,29.34,4.9685
-95.85,29.34,4.9616
-95.8,29.34,4.9527
-95.75,29.34,4.9416
-95.7,29.34,4.9284
-95.65,29.34,4.9138
-95.6,29.34,4.899
-95.55,29.34,4.8847
-95.5,29.34,4.8717
-95.45,29.34,4.8602
-95.4,29.34,4.8501
-95.35,29.34,4.8411
-95.3,29.34,4.8328
-95.25,29.34,4.8249
-95.2,29.34,4.817
-95.15,29.34,4.8088
-95.1,29.34,4.8
-95.05,29.34,4.7906
-95.0,29.34,4.7805
-94.95,29.34,4.7699
-94.9,29.34,4.7592
-94.85,29.34,4.7492
-94.8,29.34,4.7402
-94.75,29.34,4.7322
-94.7,29.34,4.725
-104.75,29.39,6.5824
-104.7,29.39,6.5769
-104.65,29.39,6.5712
-104.6,29.39,6.5657
-104.55,29.39,6.5605
-104.5,29.39,6.5556
-104.45,29.39,6.5506
-104.4,29.39,6.5454
-104.35,29.39,6.5398
-104.3,29.39,6.5341
-104.25,29.39,6.5288
-104.2,29.39,6.5242
-104.15,29.39,6.5206
-104.1,29.39,6.5177
-104.05,29.39,6.5151
-104.0,29.39,6.5122
-103.95,29.39,6.5083
-103.9,29.39,6.5033
-103.85,29.39,6.4972
-103.8,29.39,6.4906
-103.75,29.39,6.4838
-103.7,29.39,6.4776
-103.65,29.39,6.4722
-103.6,29.39,6.4679
-103.55,29.39,6.4648
-103.5,29.39,6.4627
-103.45,29.39,6.4612
-103.4,29.39,6.4598
-103.35,29.39,6.4582
-103.3,29.39,6.4563
-103.25,29.39,6.4541
-103.2,29.39,6.4513
-103.15,29.39,6.4472
-103.1,29.39,6.4412
-103.05,29.39,6.4326
-101.2,29.39,6.0754
-101.15,29.39,6.0695
-101.1,29.39,6.064
-101.05,29.39,6.0587
-101.0,29.39,6.0533
-100.95,29.39,6.0476
-100.9,29.39,6.0416
-100.85,29.39,6.0355
-100.8,29.39,6.0295
-100.75,29.39,6.0238
-100.7,29.39,6.018
-100.65,29.39,6.0117
-100.6,29.39,6.0046
-100.55,29.39,5.9964
-100.5,29.39,5.9874
-100.45,29.39,5.978
-100.4,29.39,5.9686
-100.35,29.39,5.9594
-100.3,29.39,5.9502
-100.25,29.39,5.9408
-100.2,29.39,5.9314
-100.15,29.39,5.9225
-100.1,29.39,5.9148
-100.05,29.39,5.9088
-100.0,29.39,5.9048
-99.95,29.39,5.9022
-99.9,29.39,5.8998
-99.85,29.39,5.8969
-99.8,29.39,5.8927
-99.75,29.39,5.8872
-99.7,29.39,5.8808
-99.65,29.39,5.8735
-99.6,29.39,5.8654
-99.55,29.39,5.8561
-99.5,29.39,5.8453
-99.45,29.39,5.833
-99.4,29.39,5.8197
-99.35,29.39,5.8058
-99.3,29.39,5.7915
-99.25,29.39,5.7766
-99.2,29.39,5.7606
-99.15,29.39,5.7434
-99.1,29.39,5.7251
-99.05,29.39,5.7065
-99.0,29.39,5.6888
-98.95,29.39,5.6731
-98.9,29.39,5.6599
-98.85,29.39,5.6489
-98.8,29.39,5.6396
-98.75,29.39,5.6307
-98.7,29.39,5.6213
-98.65,29.39,5.611
-98.6,29.39,5.5999
-98.55,29.39,5.5882
-98.5,29.39,5.5767
-98.45,29.39,5.5659
-98.4,29.39,5.5561
-98.35,29.39,5.5471
-98.3,29.39,5.5385
-98.25,29.39,5.5297
-98.2,29.39,5.52
-98.15,29.39,5.5088
-98.1,29.39,5.4961
-98.05,29.39,5.482
-98.0,29.39,5.4672
-97.95,29.39,5.4456
-97.9,29.39,5.4308
-97.85,29.39,5.4166
-97.8,29.39,5.4034
-97.75,29.39,5.391
-97.7,29.39,5.3788
-97.65,29.39,5.3663
-97.6,29.39,5.3526
-97.55,29.39,5.3374
-97.5,29.39,5.3208
-97.45,29.39,5.3035
-97.4,29.39,5.2868
-97.35,29.39,5.2718
-97.3,29.39,5.2593
-97.25,29.39,5.2491
-97.2,29.39,5.2402
-97.15,29.39,5.2312
-97.1,29.39,5.2209
-97.05,29.39,5.2087
-97.0,29.39,5.195
-96.95,29.39,5.1806
-96.9,29.39,5.1667
-96.85,29.39,5.1543
-96.8,29.39,5.1437
-96.75,29.39,5.135
-96.7,29.39,5.1279
-96.65,29.39,5.1215
-96.6,29.39,5.115
-96.55,29.39,5.1074
-96.5,29.39,5.098
-96.45,29.39,5.0865
-96.4,29.39,5.0733
-96.35,29.39,5.0589
-96.3,29.39,5.0441
-96.25,29.39,5.0296
-96.2,29.39,5.0159
-96.15,29.39,5.0035
-96.1,29.39,4.9928
-96.05,29.39,4.9841
-96.0,29.39,4.9774
-95.95,29.39,4.9719
-95.9,29.39,4.9666
-95.85,29.39,4.9603
-95.8,29.39,4.9518
-95.75,29.39,4.9406
-95.7,29.39,4.927
-95.65,29.39,4.9119
-95.6,29.39,4.8967
-95.55,29.39,4.8823
-95.5,29.39,4.8694
-95.45,29.39,4.8582
-95.4,29.39,4.8482
-95.35,29.39,4.8391
-95.3,29.39,4.8303
-95.25,29.39,4.8217
-95.2,29.39,4.813
-95.15,29.39,4.8042
-95.1,29.39,4.7951
-95.05,29.39,4.7856
-95.0,29.39,4.7757
-94.95,29.39,4.7655
-94.9,29.39,4.7555
-94.85,29.39,4.7462
-94.8,29.39,4.7378
-94.75,29.39,4.7305
-94.7,29.39,4.7239
-94.65,29.39,4.7172
-104.75,29.44,6.5883
-104.7,29.44,6.583
-104.65,29.44,6.577
-104.6,29.44,6.5705
-104.55,29.44,6.564
-104.5,29.44,6.5575
-104.45,29.44,6.5511
-104.4,29.44,6.5446
-104.35,29.44,6.5383
-104.3,29.44,6.5323
-104.25,29.44,6.527
-104.2,29.44,6.5227
-104.15,29.44,6.5192
-104.1,29.44,6.5162
-104.05,29.44,6.5134
-104.0,29.44,6.5101
-103.95,29.44,6.5059
-103.9,29.44,6.5007
-103.85,29.44,6.4947
-103.8,29.44,6.4882
-103.75,29.44,6.4819
-103.7,29.44,6.4761
-103.65,29.44,6.4712
-103.6,29.44,6.4674
-103.55,29.44,6.4646
-103.5,29.44,6.4628
-103.45,29.44,6.4614
-103.4,29.44,6.4601
-103.35,29.44,6.4585
-103.3,29.44,6.4563
-103.25,29.44,6.4536
-103.2,29.44,6.45
-103.15,29.44,6.4451
-103.1,29.44,6.4384
-103.05,29.44,6.4297
-103.0,29.44,6.4187
-101.25,29.44,6.087
-101.2,29.44,6.0804
-101.15,29.44,6.074
-101.1,29.44,6.0681
-101.05,29.44,6.0625
-101.0,29.44,6.057
-100.95,29.44,6.0516
-100.9,29.44,6.0462
-100.85,29.44,6.0408
-100.8,29.44,6.0356
-100.75,29.44,6.0308
-100.7,29.44,6.026
-100.65,29.44,6.0206
-100.6,29.44,6.0139
-100.55,29.44,6.0056
-100.5,29.44,5.9958
-100.45,29.44,5.9853
-100.4,29.44,5.9745
-100.35,29.44,5.9641
-100.3,29.44,5.9542
-100.25,29.44,5.9447
-100.2,29.44,5.9358
-100.15,29.44,5.9279
-100.1,29.44,5.9214
-100.05,29.44,5.9167
-100.0,29.44,5.9137
-99.95,29.44,5.9116
-99.9,29.44,5.9093
-99.85,29.44,5.9059
-99.8,29.44,5.9007
-99.75,29.44,5.8941
-99.7,29.44,5.8863
-99.65,29.44,5.8779
-99.6,29.44,5.869
-99.55,29.44,5.8595
-99.5,29.44,5.849
-99.45,29.44,5.8375
-99.4,29.44,5.8252
-99.35,29.44,5.8122
-99.3,29.44,5.7985
-99.25,29.44,5.7839
-99.2,29.44,5.7679
-99.15,29.44,5.7503
-99.1,29.44,5.7315
-99.05,29.44,5.7124
-99.0,29.44,5.6945
-98.95,29.44,5.679
-98.9,29.44,5.6665
-98.85,29.44,5.6564
-98.8,29.44,5.6477
-98.75,29.44,5.639
-98.7,29.44,5.6292
-98.65,29.44,5.618
-98.6,29.44,5.6055
-98.55,29.44,5.5926
-98.5,29.44,5.5799
-98.45,29.44,5.5683
-98.4,29.44,5.5579
-98.35,29.44,5.5486
-98.3,29.44,5.5399
-98.25,29.44,5.5311
-98.2,29.44,5.5216
-98.15,29.44,5.5109
-98.1,29.44,5.4988
-98.05,29.44,5.4853
-98.0,29.44,5.4706
-97.95,29.44,5.4494
-97.9,29.44,5.4338
-97.85,29.44,5.4184
-97.8,29.44,5.4038
-97.75,29.44,5.3901
-97.7,29.44,5.3772
-97.65,29.44,5.3644
-97.6,29.44,5.351
-97.55,29.44,5.3365
-97.5,29.44,5.3207
-97.45,29.44,5.3042
-97.4,29.44,5.288
-97.35,29.44,5.2735
-97.3,29.44,5.2612
-97.25,29.44,5.2511
-97.2,29.44,5.2421
-97.15,29.44,5.2328
-97.1,29.44,5.222
-97.05,29.44,5.2091
-97.0,29.44,5.1947
-96.95,29.44,5.1797
-96.9,29.44,5.1657
-96.85,29.44,5.1535
-96.8,29.44,5.1436
-96.75,29.44,5.1356
-96.7,29.44,5.1289
-96.65,29.44,5.1226
-96.6,29.44,5.1157
-96.55,29.44,5.1074
-96.5,29.44,5.097
-96.45,29.44,5.0846
-96.4,29.44,5.0704
-96.35,29.44,5.0554
-96.3,29.44,5.0403
-96.25,29.44,5.0257
-96.2,29.44,5.0121
-96.15,29.44,5.0
-96.1,29.44,4.9897
-96.05,29.44,4.9816
-96.0,29.44,4.9755
-95.95,29.44,4.9708
-95.9,29.44,4.9662
-95.85,29.44,4.9603
-95.8,29.44,4.9519
-95.75,29.44,4.9405
-95.7,29.44,4.9265
-95.65,29.44,4.911
-95.6,29.44,4.8955
-95.55,29.44,4.8812
-95.5,29.44,4.8685
-95.45,29.44,4.8574
-95.4,29.44,4.8475
-95.35,29.44,4.838
-95.3,29.44,4.8286
-95.25,29.44,4.8192
-95.2,29.44,4.8097
-95.15,29.44,4.8003
-95.1,29.44,4.7909
-95.05,29.44,4.7813
-95.0,29.44,4.7716
-94.95,29.44,4.7617
-94.9,29.44,4.752
-94.85,29.44,4.743
-94.8,29.44,4.735
-94.75,29.44,4.728
-94.7,29.44,4.7218
-94.65,29.44,4.7156
-94.6,29.44,4.7084
-104.8,29.49,6.5951
-104.75,29.49,6.5917
-104.7,29.49,6.5869
-104.65,29.49,6.5809
-104.6,29.49,6.574
-104.55,29.49,6.5667
-104.5,29.49,6.5593
-104.45,29.49,6.5519
-104.4,29.49,6.5447
-104.35,29.49,6.5379
-104.3,29.49,6.5317
-104.25,29.49,6.5263
-104.2,29.49,6.5218
-104.15,29.49,6.5181
-104.1,29.49,6.5146
-104.05,29.49,6.511
-104.0,29.49,6.507
-103.95,29.49,6.5023
-103.9,29.49,6.4969
-103.85,29.49,6.4911
-103.8,29.49,6.485
-103.75,29.49,6.4793
-103.7,29.49,6.4743
-103.65,29.49,6.4701
-103.6,29.49,6.4668
-103.55,29.49,6.4644
-103.5,29.49,6.4628
-103.45,29.49,6.4616
-103.4,29.49,6.4602
-103.35,29.49,6.4583
-103.3,29.49,6.4556
-103.25,29.49,6.452
-103.2,29.49,6.4472
-103.15,29.49,6.4413
-103.1,29.49,6.4339
-103.05,29.49,6.4249
-103.0,29.49,6.4145
-102.95,29.49,6.4028
-101.25,29.49,6.0907
-101.2,29.49,6.0836
-101.15,29.49,6.0766
-101.1,29.49,6.0702
-101.05,29.49,6.0644
-101.0,29.49,6.059
-100.95,29.49,6.054
-100.9,29.49,6.0492
-100.85,29.49,6.0445
-100.8,29.49,6.0402
-100.75,29.49,6.0362
-100.7,29.49,6.0322
-100.65,29.49,6.0275
-100.6,29.49,6.0213
-100.55,29.49,6.013
-100.5,29.49,6.0029
-100.45,29.49,5.9914
-100.4,29.49,5.9796
-100.35,29.49,5.9681
-100.3,29.49,5.9575
-100.25,29.49,5.9479
-100.2,29.49,5.9394
-100.15,29.49,5.9323
-100.1,29.49,5.9269
-100.05,29.49,5.9233
-100.0,29.49,5.9213
-99.95,29.49,5.9199
-99.9,29.49,5.9179
-99.85,29.49,5.9142
-99.8,29.49,5.9084
-99.75,29.49,5.9007
-99.7,29.49,5.8917
-99.65,29.49,5.8822
-99.6,29.49,5.8727
-99.55,29.49,5.863
-99.5,29.49,5.8531
-99.45,29.49,5.8426
-99.4,29.49,5.8314
-99.35,29.49,5.8193
-99.3,29.49,5.8062
-99.25,29.49,5.7917
-99.2,29.49,5.7757
-99.15,29.49,5.7578
-99.1,29.49,5.7387
-99.05,29.49,5.7194
-99.0,29.49,5.7016
-98.95,29.49,5.6864
-98.9,29.49,5.6744
-98.85,29.49,5.6648
-98.8,29.49,5.6563
-98.75,29.49,5.6473
-98.7,29.49,5.6367
-98.65,29.49,5.6242
-98.6,29.49,5.6103
-98.55,29.49,5.5961
-98.5,29.49,5.5824
-98.45,29.49,5.5701
-98.4,29.49,5.5593
-98.35,29.49,5.5497
-98.3,29.49,5.5408
-98.25,29.49,5.532
-98.2,29.49,5.5227
-98.15,29.49,5.5124
-98.1,29.49,5.5009
-98.05,29.49,5.488
-98.0,29.49,5.4738
-97.95,29.49,5.4529
-97.9,29.49,5.4366
-97.85,29.49,5.4199
-97.8,29.49,5.4038
-97.75,29.49,5.3887
-97.7,29.49,5.3749
-97.65,29.49,5.3618
-97.6,29.49,5.3488
-97.55,29.49,5.3351
-97.5,29.49,5.3203
-97.45,29.49,5.3049
-97.4,29.49,5.2896
-97.35,29.49,5.2757
-97.3,29.49,5.2638
-97.25,29.49,5.2537
-97.2,29.49,5.2444
-97.15,29.49,5.2346
-97.1,29.49,5.223
-97.05,29.49,5.2094
-97.0,29.49,5.1942
-96.95,29.49,5.179
-96.9,29.49,5.165
-96.85,29.49,5.1532
-96.8,29.49,5.144
-96.75,29.49,5.1366
-96.7,29.49,5.1302
-96.65,29.49,5.1237
-96.6,29.49,5.1163
-96.55,29.49,5.1072
-96.5,29.49,5.0959
-96.45,29.49,5.0827
-96.4,29.49,5.068
-96.35,29.49,5.0526
-96.3,29.49,5.0374
-96.25,29.49,5.023
-96.2,29.49,5.0098
-96.15,29.49,4.9982
-96.1,29.49,4.9885
-96.05,29.49,4.9811
-96.0,29.49,4.9757
-95.95,29.49,4.9716
-95.9,29.49,4.9674
-95.85,29.49,4.9617
-95.8,29.49,4.9531
-95.75,29.49,4.9413
-95.7,29.49,4.9268
-95.65,29.49,4.911
-95.6,29.49,4.8953
-95.55,29.49,4.881
-95.5,29.49,4.8685
-95.45,29.49,4.8576
-95.4,29.49,4.8475
-95.35,29.49,4.8375
-95.3,29.49,4.8275
-95.25,29.49,4.8173
-95.2,29.49,4.8071
-95.15,29.49,4.7972
-95.1,29.49,4.7876
-95.05,29.49,4.778
-95.0,29.49,4.7684
-94.95,29.49,4.7586
-94.9,29.49,4.7489
-94.85,29.49,4.7398
-94.8,29.49,4.7317
-94.75,29.49,4.7248
-94.7,29.49,4.7186
-94.65,29.49,4.7126
-94.6,29.49,4.7057
-104.8,29.54,6.5954
-104.75,29.54,6.5926
-104.7,29.54,6.5884
-104.65,29.54,6.5827
-104.6,29.54,6.576
-104.55,29.54,6.5686
-104.5,29.54,6.5609
-104.45,29.54,6.5531
-104.4,29.54,6.5456
-104.35,29.54,6.5386
-104.3,29.54,6.5324
-104.25,29.54,6.5269
-104.2,29.54,6.522
-104.15,29.54,6.5176
-104.1,29.54,6.5132
-104.05,29.54,6.5087
-104.0,29.54,6.5037
-103.95,29.54,6.4983
-103.9,29.54,6.4926
-103.85,29.54,6.4868
-103.8,29.54,6.4812
-103.75,29.54,6.4761
-103.7,29.54,6.4718
-103.65,29.54,6.4683
-103.6,29.54,6.4657
-103.55,29.54,6.4639
-103.5,29.54,6.4626
-103.45,29.54,6.4615
-103.4,29.54,6.4601
-103.35,29.54,6.4578
-103.3,29.54,6.4544
-103.25,29.54,6.4496
-103.2,29.54,6.4436
-103.15,29.54,6.4364
-103.1,29.54,6.4282
-103.05,29.54,6.4191
-103.0,29.54,6.4092
-102.95,29.54,6.3987
-102.9,29.54,6.3878
-101.3,29.54,6.1
-101.25,29.54,6.0928
-101.2,29.54,6.0851
-101.15,29.54,6.0776
-101.1,29.54,6.0707
-101.05,29.54,6.0647
-101.0,29.54,6.0595
-100.95,29.54,6.0549
-100.9,29.54,6.0506
-100.85,29.54,6.0465
-100.8,29.54,6.0427
-100.75,29.54,6.0392
-100.7,29.54,6.0358
-100.65,29.54,6.0317
-100.6,29.54,6.026
-100.55,29.54,6.018
-100.5,29.54,6.0077
-100.45,29.54,5.9959
-100.4,29.54,5.9834
-100.35,29.54,5.9714
-100.3,29.54,5.9604
-100.25,29.54,5.9507
-100.2,29.54,5.9425
-100.15,29.54,5.936
-100.1,29.54,5.9315
-100.05,29.54,5.929
-100.0,29.54,5.9279
-99.95,29.54,5.9272
-99.9,29.54,5.9257
-99.85,29.54,5.922
-99.8,29.54,5.9158
-99.75,29.54,5.9072
-99.7,29.54,5.8973
-99.65,29.54,5.8869
-99.6,29.54,5.8769
-99.55,29.54,5.8674
-99.5,29.54,5.8582
-99.45,29.54,5.8488
-99.4,29.54,5.8386
-99.35,29.54,5.8272
-99.3,29.54,5.8144
-99.25,29.54,5.7999
-99.2,29.54,5.7836
-99.15,29.54,5.7655
-99.1,29.54,5.7462
-99.05,29.54,5.727
-99.0,29.54,5.7093
-98.95,29.54,5.6944
-98.9,29.54,5.6827
-98.85,29.54,5.6733
-98.8,29.54,5.6646
-98.75,29.54,5.655
-98.7,29.54,5.6433
-98.65,29.54,5.6294
-98.6,29.54,5.6142
-98.55,29.54,5.5988
-98.5,29.54,5.5844
-98.45,29.54,5.5716
-98.4,29.54,5.5605
-98.35,29.54,5.5506
-98.3,29.54,5.5415
-98.25,29.54,5.5325
-98.2,29.54,5.5232
-98.15,29.54,5.5132
-98.1,29.54,5.5024
-98.05,29.54,5.4903
-98.0,29.54,5.4767
-97.95,29.54,5.4564
-97.9,29.54,5.4395
-97.85,29.54,5.4217
-97.8,29.54,5.4042
-97.75,29.54,5.3878
-97.7,29.54,5.3729
-97.65,29.54,5.3595
-97.6,29.54,5.3467
-97.55,29.54,5.3337
-97.5,29.54,5.3199
-97.45,29.54,5.3056
-97.4,29.54,5.2914
-97.35,29.54,5.2782
-97.3,29.54,5.2666
-97.25,29.54,5.2565
-97.2,29.54,5.2467
-97.15,29.54,5.2362
-97.1,29.54,5.2238
-97.05,29.54,5.2094
-97.0,29.54,5.1938
-96.95,29.54,5.1785
-96.9,29.54,5.1649
-96.85,29.54,5.1538
-96.8,29.54,5.1452
-96.75,29.54,5.1382
-96.7,29.54,5.1319
-96.65,29.54,5.1251
-96.6,29.54,5.117
-96.55,29.54,5.1071
-96.5,29.54,5.0952
-96.45,29.54,5.0815
-96.4,29.54,5.0665
-96.35,29.54,5.0511
-96.3,29.54,5.0361
-96.25,29.54,5.0221
-96.2,29.54,5.0095
-96.15,29.54,4.9986
-96.1,29.54,4.9898
-96.05,29.54,4.983
-96.0,29.54,4.9781
-95.95,29.54,4.9742
-95.9,29.54,4.9699
-95.85,29.54,4.9639
-95.8,29.54,4.9548
-95.75,29.54,4.9425
-95.7,29.54,4.9276
-95.65,29.54,4.9115
-95.6,29.54,4.8957
-95.55,29.54,4.8815
-95.5,29.54,4.8691
-95.45,29.54,4.8581
-95.4,29.54,4.8478
-95.35,29.54,4.8375
-95.3,29.54,4.8268
-95.25,29.54,4.8159
-95.2,29.54,4.8052
-95.15,29.54,4.795
-95.1,29.54,4.7852
-95.05,29.54,4.7757
-95.0,29.54,4.7661
-94.95,29.54,4.7562
-94.9,29.54,4.7463
-94.85,29.54,4.7368
-94.8,29.54,4.7283
-94.75,29.54,4.7209
-94.7,29.54,4.7144
-94.65,29.54,4.7082
-94.6,29.54,4.7013
-94.55,29.54,4.6931
-104.8,29.59,6.5939
-104.75,29.59,6.5916
-104.7,29.59,6.588
-104.65,29.59,6.583
-104.6,29.59,6.5767
-104.55,29.59,6.5696
-104.5,29.59,6.562
-104.45,29.59,6.5544
-104.4,29.59,6.547
-104.35,29.59,6.5402
-104.3,29.59,6.5339
-104.25,29.59,6.5283
-104.2,29.59,6.5229
-104.15,29.59,6.5177
-104.1,29.59,6.5123
-104.05,29.59,6.5067
-104.0,29.59,6.5008
-103.95,29.59,6.4947
-103.9,29.59,6.4886
-103.85,29.59,6.4827
-103.8,29.59,6.4773
-103.75,29.59,6.4726
-103.7,29.59,6.4689
-103.65,29.59,6.4661
-103.6,29.59,6.4641
-103.55,29.59,6.4628
-103.5,29.59,6.4621
-103.45,29.59,6.4613
-103.4,29.59,6.4599
-103.35,29.59,6.4573
-103.3,29.59,6.4531
-103.25,29.59,6.4471
-103.2,29.59,6.4397
-103.15,29.59,6.4312
-103.1,29.59,6.4222
-103.05,29.59,6.413
-103.0,29.59,6.4037
-102.95,29.59,6.3942
-102.9,29.59,6.3846
-101.3,29.59,6.1011
-101.25,29.59,6.0935
-101.2,29.59,6.0853
-101.15,29.59,6.0773
-101.1,29.59,6.07
-101.05,29.59,6.0639
-101.0,29.59,6.0588
-100.95,29.59,6.0545
-100.9,29.59,6.0504
-100.85,29.59,6.0465
-100.8,29.59,6.043
-100.75,29.59,6.0399
-100.7,29.59,6.0369
-100.65,29.59,6.0333
-100.6,29.59,6.0281
-100.55,29.59,6.0206
-100.5,29.59,6.0106
-100.45,29.59,5.9988
-100.4,29.59,5.9863
-100.35,29.59,5.9742
-100.3,29.59,5.9632
-100.25,29.59,5.9536
-100.2,29.59,5.9458
-100.15,29.59,5.9399
-100.1,29.59,5.936
-100.05,29.59,5.9342
-100.0,29.59,5.9338
-99.95,29.59,5.9337
-99.9,29.59,5.9325
-99.85,29.59,5.9289
-99.8,29.59,5.9224
-99.75,29.59,5.9133
-99.7,29.59,5.9027
-99.65,29.59,5.8919
-99.6,29.59,5.8818
-99.55,29.59,5.8727
-99.5,29.59,5.8644
-99.45,29.59,5.8559
-99.4,29.59,5.8465
-99.35,29.59,5.8355
-99.3,29.59,5.8227
-99.25,29.59,5.8078
-99.2,29.59,5.791
-99.15,29.59,5.7727
-99.1,29.59,5.7534
-99.05,29.59,5.7343
-99.0,29.59,5.7168
-98.95,29.59,5.7021
-98.9,29.59,5.6904
-98.85,29.59,5.6809
-98.8,29.59,5.6718
-98.75,29.59,5.6614
-98.7,29.59,5.6487
-98.65,29.59,5.6337
-98.6,29.59,5.6174
-98.55,29.59,5.6013
-98.5,29.59,5.5864
-98.45,29.59,5.5733
-98.4,29.59,5.5619
-98.35,29.59,5.5517
-98.3,29.59,5.5421
-98.25,29.59,5.5328
-98.2,29.59,5.5233
-98.15,29.59,5.5136
-98.1,29.59,5.5033
-98.05,29.59,5.4921
-98.0,29.59,5.4793
-97.95,29.59,5.4599
-97.9,29.59,5.4428
-97.85,29.59,5.4244
-97.8,29.59,5.4058
-97.75,29.59,5.3882
-97.7,29.59,5.3723
-97.65,29.59,5.3582
-97.6,29.59,5.3453
